Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Country of origin,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,2nd phase - general contingent,"""1""",Management,daytime,Secondary education,120.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,118.3,False,False,False,True,male,False,18,False,0,5,13,1,10.0,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,Dropout
single,Technological specialization diploma holders,"""1""",Agronomy,daytime,Technological specialization course,130.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",130.0,True,False,False,True,male,False,20,False,0,6,14,5,11.714285714285714,0,0,6,15,5,12.0,0,16.2,0.3,-0.92,Graduate
single,Change of course,"""1""",Animation and Multimedia Design,daytime,Technological specialization course,140.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",140.0,False,False,False,False,male,False,25,False,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,"""6""",Management,daytime,Secondary education,130.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,110.4,True,False,False,True,male,False,25,False,13,15,15,13,10.76923076923077,0,11,14,15,12,11.833333333333334,0,7.6,2.6,0.32,Dropout
single,2nd phase - general contingent,"""4""",Journalism and Communication,daytime,Secondary education,147.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,"Personal Services, Security and Safety Workers, and Sellers",139.7,True,False,False,True,male,False,18,False,0,6,10,5,11.6,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,"""1""",Management,daytime,Secondary education,148.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction, and Craftsmen","Personal Services, Security and Safety Workers, and Sellers",138.3,True,False,False,True,male,False,19,False,0,5,6,4,13.75,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,"""5""",Management,daytime,Secondary education,133.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Unskilled Workers,123.2,True,False,False,True,male,False,18,False,0,5,14,4,11.0,0,0,5,9,5,10.5,0,13.9,-0.3,0.79,Dropout
single,Transfer,"""1""",Management,daytime,Secondary education,135.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,120.0,False,False,False,False,male,False,25,False,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
single,Over 23 years old,"""1""",Animation and Multimedia Design,daytime,Secondary education,116.0,Portugal,Unknown,Unknown,Student,Student,127.0,True,False,False,True,male,False,38,False,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
single,Technological specialization diploma holders,"""1""",Animation and Multimedia Design,daytime,Technological specialization course,110.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Legislative Power, Executive Bodies, Directors, and Executive Managers","Skilled Workers in Industry, Construction, and Craftsmen",114.2,False,False,False,True,male,False,19,False,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,"""4""",Journalism and Communication,daytime,Secondary education,133.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,119.7,True,False,False,True,male,False,19,False,0,6,7,6,12.333333333333334,0,0,6,10,5,13.2,0,16.2,0.3,-0.92,Graduate
single,Technological specialization diploma holders,"""1""",Veterinary Nursing,daytime,Technological specialization course,150.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Administrative Staff,150.0,True,False,False,True,male,True,22,False,0,6,9,6,13.428571428571429,0,1,6,12,6,13.625,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,"""6""",Informatics Engineering,daytime,Secondary education,135.0,Portugal,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers, and Sellers",123.5,True,False,False,True,male,False,18,False,0,5,10,0,0.0,0,0,5,10,1,10.0,3,7.6,2.6,0.32,Enrolled
single,Holders of other higher courses,"""1""",Management (evening attendance),evening,Higher education - degree,130.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,130.0,False,False,False,False,male,False,32,False,0,5,12,4,14.75,0,0,5,9,2,15.0,0,16.2,0.3,-0.92,Dropout
single,Change of course,"""1""",Basic Education,daytime,Secondary education,130.0,Portugal,Higher Education - Bachelor's Degree,Technological Specialization Course,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers, and Sellers",124.6,False,False,False,True,male,False,37,False,19,21,21,21,12.476190476190476,0,13,19,19,19,12.210526315789474,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,"""1""",Informatics Engineering,daytime,Secondary education,132.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",119.4,True,False,False,True,male,False,21,False,0,5,8,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,"""1""",Tourism,daytime,Secondary education,125.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative Staff,"Legislative Power, Executive Bodies, Directors, and Executive Managers",121.9,True,False,False,True,male,False,18,False,0,6,15,3,11.666666666666666,0,0,6,14,2,12.5,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,"""3""",Communication Design,daytime,Secondary education,118.0,Portugal,Higher Education - Master (2nd Cycle),Higher Education - Degree,Teachers,Teachers,110.0,True,False,True,True,male,False,19,False,0,6,6,6,12.0,0,0,6,7,6,13.571428571428571,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,"""1""",Advertising and Marketing Management,daytime,Secondary education,118.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Installation and Machine Operators and Assembly Workers,118.7,False,False,False,True,male,True,19,False,0,6,7,6,12.0,0,0,6,6,6,14.0,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,"""1""",Animation and Multimedia Design,daytime,Secondary education,161.0,Brazil,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",163.1,True,False,False,False,female,False,19,True,6,12,12,12,15.25,0,4,11,12,11,15.0,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,"""1""",Journalism and Communication,daytime,Secondary education,136.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,121.7,True,False,False,True,male,True,19,False,0,6,9,5,12.4,0,0,6,6,6,13.166666666666666,0,12.7,3.7,-1.7,Graduate
single,International student (bachelor),"""1""",Management,daytime,Secondary education,135.0,São Tomé and Príncipe,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",135.0,False,False,True,True,male,False,21,True,0,5,9,3,12.333333333333334,0,0,5,8,4,11.25,0,8.9,1.4,3.51,Enrolled
divorced,Over 23 years old,"""1""",Management (evening attendance),evening,Secondary education,147.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen",Installation and Machine Operators and Assembly Workers,147.9,False,False,False,True,female,False,28,False,0,5,8,4,11.5,0,0,5,7,4,12.0,0,10.8,1.4,1.74,Enrolled
single,1st phase - general contingent,"""1""",Journalism and Communication,daytime,Secondary education,124.0,Lithuania,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers, and Sellers",118.1,True,False,True,False,female,False,19,True,0,6,8,5,12.2,0,0,6,6,4,11.75,0,16.2,0.3,-0.92,Dropout
single,Over 23 years old,"""1""",Management (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",105.3,False,False,True,True,female,False,28,False,0,5,14,2,10.5,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,"""1""",Nursing,daytime,Secondary education,141.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,139.8,False,False,False,True,female,True,19,False,0,8,8,7,14.4,0,0,8,8,7,14.4,0,12.7,3.7,-1.7,Graduate
married,Holders of other higher courses,"""1""",Social Service (evening attendance),evening,Higher education - degree,130.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction, and Craftsmen",130.0,False,False,False,True,female,False,32,False,8,14,18,13,12.846153846153848,0,7,11,19,10,12.8,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,"""1""",Social Service (evening attendance),evening,Technological specialization course,110.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,127.5,False,False,True,False,female,False,26,False,0,6,13,4,12.0,0,0,6,7,5,13.2,0,16.2,0.3,-0.92,Dropout
married,Over 23 years old,"""1""",Management,daytime,Other - 11th year of schooling,133.1,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120.0,False,False,False,True,female,False,25,False,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
married,Change of course,"""2""",Basic Education,daytime,Secondary education,130.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,General Course of Administration and Commerce,Administrative Staff,"Legislative Power, Executive Bodies, Directors, and Executive Managers",124.2,False,False,False,True,female,False,31,False,3,7,8,6,13.666666666666666,0,1,6,8,5,13.5,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,"""1""",Social Service,daytime,Secondary education,120.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",113.4,True,False,False,True,female,True,20,False,0,6,10,5,11.857142857142858,0,0,6,8,6,11.666666666666666,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,"""4""",Social Service,daytime,Secondary education,133.1,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Unskilled Workers,118.0,True,False,False,True,female,False,19,False,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,2nd phase - general contingent,"""1""",Animation and Multimedia Design,daytime,Secondary education,145.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers",Unskilled Workers,130.0,True,False,False,True,female,False,23,False,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,"""1""",Social Service,daytime,Secondary education,131.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,135.9,True,False,False,True,female,False,18,False,0,6,8,5,13.2,0,0,6,6,6,11.333333333333334,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,"""2""",Social Service,daytime,Secondary education,147.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,135.8,True,False,False,True,female,True,19,False,0,6,8,6,12.714285714285714,0,0,6,12,5,11.0,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,"""1""",Tourism,daytime,Secondary education,138.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,133.1,False,False,False,True,female,False,18,False,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,"""1""",Management,daytime,Secondary education,123.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",118.8,True,False,False,True,female,False,21,False,0,5,9,3,10.666666666666666,0,0,5,13,2,12.5,0,7.6,2.6,0.32,Enrolled
single,1st phase - general contingent,"""2""",Journalism and Communication,daytime,Secondary education,129.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",117.1,True,False,False,True,female,False,20,False,0,6,12,1,17.0,0,0,6,12,1,17.0,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,"""1""",Veterinary Nursing,daytime,Secondary education,125.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Unskilled Workers,114.5,True,False,False,True,female,False,24,False,0,5,6,5,13.0,1,0,5,9,4,13.25,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,"""1""",Advertising and Marketing Management,daytime,Secondary education,131.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",127.2,False,False,False,True,female,True,18,False,0,5,7,3,12.666666666666666,0,0,5,5,4,12.5,0,9.4,-0.8,-3.12,Enrolled
single,Transfer,"""1""",Nursing,daytime,Secondary education,100.0,Portugal,Higher Education - Degree,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",130.0,True,False,False,True,female,False,25,False,0,14,14,12,13.291666666666666,1,0,14,14,12,13.291666666666666,1,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,"""1""",Veterinary Nursing,daytime,Secondary education,120.0,Portugal,Higher Education - Bachelor's Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,116.1,False,False,False,True,female,False,20,False,0,5,12,3,11.666666666666666,2,0,5,11,4,11.5,1,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,"""2""",Nursing,daytime,Secondary education,145.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers",Unskilled Workers,130.5,True,False,False,True,female,False,18,False,0,8,8,7,14.24,0,0,8,8,7,14.24,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,"""1""",Advertising and Marketing Management,daytime,Secondary education,120.0,Portugal,Unknown,Unknown,Student,Student,104.0,True,False,False,True,female,False,24,False,0,5,10,3,13.0,0,0,5,11,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
